Date;WORLD;NORDIC COUNTRIES;NORTH AMERICA;PACIFIC;EUROPE;JAPAN;USA;UNITED KINGDOM;SINGAPORE;HONG KONG;AUSTRALIA;FRANCE;NORWAY;ITALY;GERMANY;NETHERLANDS;SWEDEN;SWITZERLAND;BELGIUM;CANADA;DENMARK
1982-11;257.493;351.590;260.920;498.704;234.654;669.032;234.640;303.406;972.912;648.245;132.299;173.056;253.461;73.241;217.475;302.281;379.391;255.778;241.573;292.974;411.315
1982-12;269.277;377.186;266.716;551.937;246.673;745.128;238.888;307.920;1029.176;751.925;137.523;177.860;265.638;75.428;242.713;332.868;404.795;285.692;260.714;319.721;455.372
1983-01;275.247;414.689;277.316;541.912;247.317;714.381;248.474;303.430;1116.943;839.121;151.903;184.255;296.306;84.329;233.831;338.063;458.192;290.333;259.512;329.770;464.650
1983-02;281.250;484.980;283.522;551.440;257.126;726.244;253.785;305.247;1188.654;960.446;140.370;192.034;325.126;91.969;253.726;350.003;550.518;293.688;265.545;341.995;518.709
1983-03;291.373;499.781;293.212;566.860;270.293;755.454;262.619;309.664;1223.386;917.882;131.807;198.744;337.496;96.338;286.708;405.380;551.268;292.445;297.276;350.752;588.429
1983-04;312.404;562.195;316.816;586.076;292.583;771.539;283.293;353.586;1340.445;916.287;153.125;206.629;412.241;88.893;301.007;418.717;636.953;308.016;320.011;387.492;597.670
1983-05;309.575;559.410;312.880;586.117;289.806;773.380;278.964;364.218;1310.920;800.047;163.619;209.837;409.795;83.870;277.489;407.506;630.175;294.960;306.997;397.167;596.138
1983-06;319.526;547.345;324.736;602.008;295.210;798.034;289.822;367.310;1329.925;848.288;159.078;206.432;422.031;84.558;291.216;448.107;591.435;301.509;322.415;405.784;637.431
1983-07;314.057;580.743;315.199;612.383;291.384;804.670;280.481;354.219;1263.194;929.244;179.123;204.811;465.141;84.690;287.064;443.792;636.844;307.885;329.293;408.172;636.535
1983-08;315.975;598.786;321.301;605.596;285.306;794.793;286.262;351.152;1298.190;804.439;185.866;211.147;465.856;84.665;264.006;441.146;642.653;291.914;318.051;410.313;707.213
1983-09;322.610;604.953;325.660;640.429;290.509;857.584;290.035;350.807;1284.681;590.384;194.259;222.025;483.758;82.589;278.221;454.679;630.204;302.801;319.926;416.146;769.946
1983-10;319.053;590.578;320.922;639.574;290.561;853.453;286.821;345.030;1248.894;711.589;191.420;221.635;456.751;77.258;300.788;435.117;613.199;312.137;301.114;392.105;750.837
1983-11;327.536;607.406;329.333;651.394;299.372;864.049;293.048;360.595;1255.410;704.423;209.640;230.899;469.356;79.024;299.038;447.826;638.723;324.191;312.244;426.518;744.479
1983-12;331.964;596.457;327.798;697.737;301.868;930.699;291.501;361.417;1355.933;730.528;214.707;236.883;484.047;78.359;301.261;460.541;608.355;340.816;327.407;426.654;771.208
1984-01;334.958;636.912;323.485;731.280;314.262;974.330;288.315;375.790;1389.452;930.307;214.130;250.027;540.932;90.673;301.531;515.917;656.599;329.031;346.488;406.415;753.306
1984-02;329.677;636.056;310.984;725.168;324.047;971.488;276.421;391.009;1341.561;895.998;206.824;256.093;566.806;92.383;312.376;522.170;663.962;334.211;350.135;402.347;700.405
1984-03;345.404;654.809;315.556;835.314;332.003;1146.853;281.595;406.010;1313.616;862.658;215.043;260.416;592.690;93.334;313.513;529.709;692.431;338.393;370.121;390.410;660.403
1984-04;344.367;629.357;317.981;819.672;327.660;1121.909;284.581;403.674;1309.391;882.283;213.280;275.142;627.914;88.426;302.162;509.082;640.856;335.985;386.860;380.347;688.265
1984-05;318.778;572.981;300.544;719.129;303.905;984.081;268.699;361.925;1220.446;794.284;179.107;265.346;605.758;84.598;288.024;485.016;572.889;319.547;370.978;364.188;602.981
1984-06;321.754;568.279;306.139;718.718;303.490;988.759;274.478;364.964;1132.754;782.371;177.003;258.296;510.804;85.437;290.045;488.562;587.514;309.330;352.562;357.469;606.858
1984-07;310.662;560.313;303.399;673.741;283.668;919.013;272.413;343.236;1159.402;699.193;177.396;230.935;498.794;82.034;260.812;441.698;584.714;290.080;347.415;347.012;595.443
1984-08;342.057;562.455;337.228;731.061;307.811;997.884;302.067;377.921;1152.230;820.705;195.395;255.562;556.402;86.745;276.572;509.684;575.501;310.810;389.968;397.838;590.245
1984-09;340.977;517.563;337.622;728.372;303.329;993.682;302.595;371.304;1108.315;889.066;193.118;253.237;511.729;79.400;281.019;529.106;537.658;301.635;377.850;394.322;516.667
1984-10;344.837;508.962;338.791;759.470;304.153;1042.756;304.195;369.369;1035.223;901.428;200.377;257.669;523.005;79.463;288.520;523.146;523.388;307.111;387.196;387.353;499.291
1984-11;343.758;483.506;335.826;766.003;303.404;1049.894;301.281;377.129;999.509;1002.432;201.989;252.238;493.516;79.530;285.627;509.962;489.816;302.718;373.223;387.803;500.294
1984-12;351.132;474.666;344.053;791.799;305.680;1090.155;308.921;382.094;990.909;1073.815;187.766;249.012;488.402;85.674;285.890;513.717;480.136;303.010;371.038;394.268;498.032
1985-01;370.708;514.367;371.673;793.518;319.887;1084.727;333.786;390.476;1015.358;1233.279;199.519;263.432;555.848;97.027;297.807;557.568;523.688;313.409;358.916;425.941;539.087
1985-02;371.620;480.735;374.746;810.179;306.674;1120.343;337.785;369.881;994.911;1242.182;180.566;256.559;517.160;96.281;288.352;550.119;487.023;295.601;364.137;408.307;509.481
1985-03;384.711;498.390;376.396;851.569;342.213;1184.311;338.745;428.912;994.214;1243.372;185.402;288.583;523.786;100.300;316.508;591.833;504.261;321.727;395.555;418.898;548.678
1985-04;383.849;507.372;375.813;828.161;352.186;1143.925;338.042;439.544;970.453;1371.399;182.778;295.692;565.769;102.906;330.082;613.385;512.512;335.817;391.252;421.277;553.881
1985-05;403.770;502.238;398.230;857.151;370.689;1183.919;359.024;461.917;998.407;1448.466;187.148;320.790;579.408;112.645;363.912;600.163;491.943;347.328;411.604;434.659;577.558
1985-06;411.168;498.902;403.527;889.144;375.201;1237.441;364.338;446.570;946.461;1434.244;188.194;311.676;550.432;125.126;395.498;618.065;486.177;377.942;397.700;432.275;608.785
1985-07;419.848;559.688;403.771;904.920;410.709;1243.782;363.296;502.150;941.628;1537.088;222.051;318.760;634.075;137.592;408.726;674.888;538.286;427.813;434.679;452.968;702.216
1985-08;423.483;551.182;400.232;919.323;431.912;1273.785;360.048;529.009;874.350;1508.728;215.525;333.034;637.460;146.419;447.099;682.915;529.344;450.663;453.838;448.156;666.297
1985-09;426.840;586.054;386.760;1007.779;439.170;1409.083;348.707;510.430;960.326;1395.475;230.325;327.862;693.694;162.723;497.672;689.900;555.817;450.214;500.632;420.124;692.586
1985-10;450.006;641.565;403.600;1040.994;488.089;1453.672;364.583;565.439;951.273;1534.576;237.999;357.046;804.086;169.113;574.248;733.807;604.213;513.800;598.184;427.743;745.564
1985-11;475.353;708.369;431.569;1049.984;526.445;1475.511;389.965;609.423;878.106;1586.737;223.947;415.395;848.567;188.076;581.991;790.657;702.319;570.481;655.343;455.563;744.681
1985-12;497.798;750.185;452.431;1103.683;549.576;1562.930;410.105;584.666;771.001;1628.853;227.243;456.223;830.501;200.279;675.998;829.402;760.232;628.707;666.659;457.350;803.621
1986-01;505.355;752.142;454.079;1137.826;560.252;1606.352;412.709;585.151;759.809;1592.965;256.534;496.601;810.676;216.966;702.088;828.057;770.978;609.289;659.197;437.635;752.847
1986-02;551.085;824.006;486.561;1255.644;627.026;1800.069;443.997;654.977;778.023;1606.694;242.211;586.371;831.047;284.212;740.647;867.224;864.418;645.040;835.621;442.956;832.319
1986-03;605.133;872.149;514.722;1501.446;678.554;2186.501;468.801;713.805;710.769;1555.815;268.651;644.150;788.155;342.993;766.133;919.470;964.213;671.052;863.472;482.787;816.285
1986-04;621.957;963.506;508.613;1565.435;741.857;2269.928;462.301;755.828;676.780;1762.478;297.209;724.604;780.106;382.918;870.292;986.022;1076.005;720.935;962.665;491.844;878.008
1986-05;620.336;942.954;532.572;1557.643;676.512;2255.176;485.082;693.909;744.538;1721.420;298.491;627.367;747.283;367.835;733.263;967.861;1092.291;676.309;891.712;498.207;774.128
1986-06;645.401;994.030;538.333;1695.361;706.225;2484.477;491.419;749.578;875.338;1677.579;266.023;664.403;817.678;332.971;763.122;1017.534;1152.765;712.959;953.202;488.763;789.830
1986-07;650.760;1012.447;510.008;1893.107;700.429;2813.223;465.208;684.963;875.711;1809.851;224.018;738.912;739.613;391.417;757.579;1018.224;1202.599;703.300;982.670;466.191;759.807
1986-08;707.795;1051.237;546.738;2062.717;778.945;3069.266;499.603;727.960;985.868;1876.593;240.007;817.851;841.244;445.867;892.533;1142.507;1232.829;796.498;1061.112;485.388;773.117
1986-09;679.860;1040.382;502.937;2119.482;729.859;3146.094;457.133;666.922;955.544;2031.524;261.387;755.555;825.200;403.483;839.857;1106.334;1213.994;763.659;1066.762;482.026;779.216
1986-10;668.349;1068.402;530.427;1878.585;734.565;2726.661;483.078;680.634;1168.409;2289.358;295.185;754.940;825.939;416.450;835.893;1075.060;1270.507;771.101;1079.196;492.634;778.102
1986-11;696.795;1070.799;542.572;1992.714;774.172;2907.689;494.433;705.347;1080.995;2374.491;299.687;811.885;846.623;411.577;913.870;1164.536;1256.107;834.092;1168.924;497.939;799.153
1986-12;710.853;1082.969;530.424;2139.125;793.923;3121.538;481.976;742.241;1119.282;2542.770;327.063;817.276;817.138;419.409;918.709;1181.105;1267.361;844.465;1203.943;506.676;819.209
1987-01;794.527;1079.639;601.211;2459.740;829.268;3623.895;545.985;826.657;1238.035;2565.783;331.265;906.371;884.641;423.605;853.498;1241.132;1153.508;856.584;1272.224;578.326;993.706
1987-02;820.892;1180.599;623.604;2524.857;859.169;3689.151;565.593;926.810;1409.489;2917.566;372.070;925.850;941.341;410.722;810.153;1243.165;1339.609;830.059;1325.381;606.454;914.999
1987-03;871.896;1244.381;643.340;2785.513;901.918;4093.601;580.841;973.467;1372.638;2778.108;412.243;982.031;1026.937;430.186;849.518;1378.435;1413.576;861.414;1400.560;663.601;912.661
1987-04;923.196;1320.129;637.201;3195.349;937.532;4737.945;575.593;1038.508;1489.305;2685.874;426.475;988.737;1100.383;467.260;853.768;1388.571;1526.206;855.993;1495.067;646.563;922.746
1987-05;924.648;1272.421;640.716;3205.637;932.621;4729.600;578.843;1097.332;1631.826;3016.682;440.974;933.862;1096.038;413.443;826.354;1428.517;1441.616;823.790;1429.325;643.554;935.813
1987-06;924.277;1307.903;673.214;2995.243;959.510;4379.592;608.817;1135.076;1661.039;3298.402;450.861;876.138;1128.402;407.527;880.865;1536.676;1464.978;868.731;1500.693;663.641;941.578
1987-07;942.907;1387.142;707.637;2924.813;992.075;4226.543;637.762;1158.618;1836.419;3619.489;502.132;896.137;1260.333;403.695;916.361;1594.599;1562.199;928.357;1611.448;720.017;926.427
1987-08;998.805;1471.602;734.401;3272.697;1000.649;4753.600;662.893;1134.723;1845.638;3780.732;549.692;942.667;1399.056;380.432;953.465;1599.088;1626.079;954.538;1675.319;720.146;987.806
1987-09;981.574;1500.060;719.716;3178.323;1007.488;4585.846;648.760;1192.940;1816.811;4082.716;570.241;883.634;1424.969;386.224;914.412;1547.772;1680.449;969.782;1586.410;710.205;934.865
1987-10;815.069;1252.903;565.421;2833.042;816.270;4242.070;511.075;936.053;1065.702;2309.274;316.427;721.050;1028.116;339.413;753.796;1278.170;1386.267;798.732;1287.322;553.785;864.997
1987-11;795.400;1163.480;518.236;2945.845;780.670;4411.900;467.875;893.852;1076.121;2241.463;348.053;710.500;855.475;348.990;681.337;1185.577;1236.322;755.982;1276.237;540.182;919.299
1987-12;830.015;1207.443;554.750;2991.497;826.442;4469.464;500.821;1002.670;1144.765;2438.373;360.898;707.631;869.044;332.420;695.166;1278.933;1301.350;770.425;1313.591;581.004;934.265
1988-01;850.427;1263.897;576.303;3140.314;792.867;4710.546;522.273;996.090;1235.380;2509.906;339.120;600.122;857.491;306.566;611.092;1259.560;1429.549;725.933;1365.957;573.460;933.999
1988-02;899.942;1315.226;601.396;3362.258;839.857;5066.684;544.140;992.426;1209.020;2564.146;342.812;726.347;929.535;324.982;708.809;1313.405;1484.126;770.293;1709.938;611.660;974.172
1988-03;927.284;1410.013;584.627;3624.651;863.329;5448.910;525.935;1039.869;1277.171;2718.658;402.605;683.159;1053.041;338.327;708.552;1366.782;1589.163;758.345;1778.038;639.752;990.837
1988-04;939.151;1442.765;590.331;3670.869;879.744;5506.028;530.765;1067.760;1349.021;2785.554;428.167;742.432;1092.163;332.704;697.208;1403.423;1635.736;753.984;1791.891;650.398;993.321
1988-05;920.554;1490.507;593.342;3531.234;863.664;5257.741;535.331;1037.128;1380.521;2709.941;492.530;791.847;1037.078;297.757;689.463;1326.811;1680.313;730.200;1709.404;626.628;1080.859
1988-06;919.445;1450.145;622.681;3411.621;855.280;5059.950;560.250;1003.396;1506.660;2931.994;477.037;801.000;1052.316;310.698;691.245;1333.463;1600.167;738.458;1734.552;679.827;1080.487
1988-07;936.902;1464.563;620.005;3567.016;857.521;5292.350;558.518;1013.261;1542.413;2978.439;506.937;779.232;1046.737;320.253;697.679;1373.851;1640.252;725.096;1646.118;667.478;1070.685
1988-08;885.595;1376.047;598.324;3303.394;818.924;4892.964;539.784;944.982;1407.247;2736.408;493.688;754.211;938.888;309.468;693.017;1312.818;1549.855;708.759;1639.008;633.001;1018.591
1988-09;923.331;1439.641;622.933;3431.360;863.767;5104.077;562.850;991.239;1405.907;2759.440;478.539;827.846;984.097;329.939;744.677;1341.615;1644.268;733.322;1796.646;646.992;1108.802
1988-10;984.956;1578.278;642.175;3713.850;944.157;5530.444;580.103;1069.913;1465.196;2974.309;512.377;922.545;1053.635;369.438;823.617;1442.215;1792.929;811.716;1954.816;668.837;1267.065
1988-11;1019.421;1651.943;632.853;4020.830;956.156;6022.383;571.162;1081.629;1466.631;3071.420;502.090;941.069;1131.117;375.738;818.857;1440.019;1846.993;826.834;2010.191;666.333;1329.575
1988-12;1028.809;1729.903;643.844;4044.108;961.583;6057.401;580.518;1062.360;1526.148;3124.033;498.566;981.203;1245.199;373.993;843.834;1478.376;1943.967;825.328;2040.918;685.742;1436.303
1989-01;1066.207;1796.530;693.189;4081.754;996.801;6075.769;624.690;1182.644;1675.517;3563.497;545.028;990.662;1405.816;364.059;803.894;1503.020;2034.029;802.013;2045.010;742.717;1431.178
1989-02;1059.670;1840.822;672.332;4134.383;985.836;6193.710;605.958;1151.985;1672.645;3532.432;463.803;969.816;1448.972;356.743;805.212;1502.476;2103.403;818.156;2000.121;719.570;1408.435
1989-03;1053.049;1902.873;686.922;4003.547;993.338;5977.849;619.615;1159.321;1739.966;3540.509;472.836;980.711;1553.072;362.048;790.434;1554.023;2159.577;811.512;1988.451;728.084;1422.816
1989-04;1077.527;1968.997;722.800;4006.381;1021.275;5968.599;653.282;1175.681;1841.926;3701.772;480.039;1020.240;1683.822;365.064;830.261;1625.309;2178.591;836.757;2051.788;747.867;1522.149
1989-05;1051.285;1914.240;749.001;3782.908;969.341;5630.981;678.503;1093.790;1880.462;3280.543;468.072;990.093;1597.250;348.056;801.293;1550.266;2150.630;781.468;1976.160;753.645;1482.455
1989-06;1039.598;2018.116;747.816;3614.755;1009.663;5379.166;675.979;1102.716;1895.632;2690.030;473.441;1011.490;1606.362;383.557;863.368;1613.652;2274.826;899.625;1992.933;772.018;1703.019
1989-07;1157.252;2205.200;815.551;4084.332;1128.896;6093.169;737.954;1269.316;2004.596;3051.949;515.608;1124.361;1665.136;424.708;951.596;1763.003;2546.833;1015.954;2095.919;832.128;1848.894
1989-08;1129.422;2128.501;827.960;3832.090;1115.159;5673.165;749.128;1239.780;1946.387;2957.859;559.614;1116.964;1665.941;434.551;939.971;1743.519;2517.027;1014.098;2051.713;845.502;1661.320
1989-09;1161.497;2111.180;825.333;4066.797;1134.732;6035.171;747.547;1233.088;1980.270;3326.158;559.546;1181.962;1696.409;431.664;981.430;1802.853;2483.402;1016.444;2230.679;832.485;1703.947
1989-10;1122.947;2012.162;808.176;3958.399;1060.745;5877.429;730.628;1116.352;1910.557;3304.899;536.850;1128.151;1497.273;397.743;935.710;1753.910;2320.587;964.623;2145.693;833.041;1805.535
1989-11;1167.966;2039.674;824.238;4147.278;1120.032;6177.716;745.749;1175.952;2013.851;3334.723;524.878;1199.264;1621.016;418.062;1032.130;1852.765;2302.506;1017.427;2300.181;841.906;1950.226
1989-12;1205.700;2256.124;842.705;4152.310;1241.013;6166.871;762.584;1294.686;2171.129;3386.138;553.109;1342.289;1819.507;450.370;1240.949;2029.692;2577.270;1049.573;2418.454;859.147;2077.883
1990-01;1149.589;2309.897;786.229;3917.845;1238.134;5796.374;713.133;1303.358;2238.965;3284.371;549.582;1274.451;2007.669;448.844;1278.323;1954.978;2566.894;1047.338;2328.402;780.431;2137.777
1990-02;1100.482;2268.359;797.171;3538.088;1208.924;5197.539;723.758;1267.809;2287.622;3550.747;512.361;1242.392;2154.805;428.212;1252.737;1898.030;2449.934;1050.047;2117.243;782.372;2137.273
1990-03;1034.213;2231.185;815.174;2901.466;1226.459;4190.130;740.920;1231.218;2228.453;3631.871;500.259;1323.660;2178.010;445.250;1373.827;1984.609;2356.376;1013.072;2308.553;789.700;2242.606
1990-04;1019.493;2191.404;795.206;2921.366;1194.363;4243.434;725.864;1152.213;2047.128;3606.400;467.306;1402.346;2043.241;457.009;1279.732;1924.978;2419.532;1000.321;2293.207;730.926;2097.672
1990-05;1127.042;2408.402;867.698;3327.679;1292.098;4851.235;793.009;1323.851;2290.174;3880.743;510.986;1430.913;2237.485;486.187;1295.348;2006.069;2737.568;1167.217;2350.818;785.046;2217.182
1990-06;1119.200;2472.755;864.563;3194.134;1337.987;4625.240;790.122;1402.623;2293.090;4045.920;533.876;1409.945;2173.514;495.849;1351.470;2032.375;2890.282;1188.470;2367.945;782.526;2240.042
1990-07;1129.589;2627.174;864.699;3170.347;1394.914;4563.313;788.972;1463.122;2433.085;4262.025;560.327;1423.090;2425.344;500.379;1450.073;2140.338;3021.338;1207.350;2500.371;799.009;2412.617
1990-08;1024.046;2359.034;788.240;2868.443;1257.084;4119.783;716.853;1385.283;2073.801;3781.077;552.404;1242.013;2285.817;428.758;1234.985;1978.041;2623.572;1078.136;2270.518;758.652;2244.804
1990-09;916.253;1973.025;751.889;2419.257;1109.568;3446.086;683.662;1262.254;1744.979;3365.288;521.807;1111.369;2079.369;377.984;1017.233;1884.259;2062.206;952.049;2053.338;725.363;2050.123
1990-10;1001.978;2050.967;748.064;2942.493;1203.647;4282.112;681.623;1364.222;1883.381;3660.848;474.435;1234.192;1992.880;395.574;1149.151;1967.070;2164.123;1010.386;2225.065;703.349;2237.092
1990-11;985.714;1954.002;795.112;2616.697;1216.245;3768.102;726.455;1438.507;1817.930;3652.722;475.976;1221.779;1985.612;356.008;1172.590;1986.929;1997.956;990.757;2166.167;722.692;2137.647
1990-12;1006.546;1928.655;818.194;2728.594;1199.201;3945.738;746.708;1427.961;1917.972;3696.801;464.502;1163.036;1840.057;367.557;1130.768;1988.765;2052.069;993.102;2179.733;754.264;2069.038
1991-01;1043.551;2071.623;854.417;2814.219;1240.116;4058.456;782.388;1482.129;1991.093;3978.895;492.156;1208.669;1735.395;358.044;1161.824;1984.682;2376.343;1049.355;2213.148;754.540;2128.878
1991-02;1140.339;2254.989;913.420;3161.581;1349.164;4570.801;836.520;1602.422;2253.872;4381.538;528.945;1324.366;1894.344;411.896;1243.756;2137.487;2564.178;1121.298;2457.036;805.338;2345.469
1991-03;1106.909;2163.143;934.089;2989.857;1259.210;4287.105;856.964;1518.404;2269.719;4652.348;537.620;1228.048;1777.599;373.274;1077.497;2047.233;2466.197;1067.631;2293.555;804.370;2134.952
1991-04;1115.749;2047.457;938.294;3067.207;1246.467;4394.381;860.373;1498.684;2301.207;4531.184;580.902;1194.991;1664.883;364.485;1115.346;2097.464;2320.023;1071.181;2225.954;813.624;2062.573
1991-05;1141.218;2169.679;977.002;3055.876;1283.761;4374.716;896.179;1508.897;2331.418;4728.069;564.443;1241.008;1824.992;385.559;1187.799;2129.092;2504.128;1115.492;2222.881;843.256;2143.922
1991-06;1070.947;2068.580;933.781;2856.746;1176.450;4060.408;855.168;1381.716;2257.813;4714.118;572.024;1122.747;1635.488;351.585;1077.379;2000.424;2427.964;1010.318;2100.660;823.095;2123.948
1991-07;1121.711;2183.810;975.544;2953.576;1258.455;4186.462;895.261;1543.373;2269.799;5159.777;608.305;1171.563;1732.742;355.247;1113.836;2125.099;2531.594;1072.465;2148.788;836.807;2273.698
1991-08;1118.335;2169.878;998.430;2804.310;1281.897;3955.752;917.013;1583.074;2182.731;5167.259;604.608;1244.439;1792.141;345.004;1128.481;2114.774;2500.442;1072.334;2147.590;847.038;2275.107
1991-09;1147.857;2133.124;980.952;3025.397;1320.846;4301.771;901.496;1643.055;2144.148;5098.118;627.882;1319.000;1752.432;345.901;1153.520;2164.809;2428.777;1084.669;2183.591;825.521;2352.272
1991-10;1166.663;2077.406;999.777;3154.637;1293.591;4488.179;917.089;1601.540;2202.310;5179.447;660.757;1298.812;1620.910;332.030;1127.401;2191.335;2372.110;1083.292;2228.063;862.670;2332.039
1991-11;1116.018;1960.074;960.551;2952.287;1263.710;4171.758;880.074;1526.057;2258.518;5330.670;628.018;1266.291;1369.024;349.417;1145.831;2203.530;2252.436;1072.926;2256.733;841.681;2286.047
1991-12;1197.460;2076.842;1062.717;3043.386;1363.015;4304.271;980.630;1656.653;2396.670;5527.499;629.964;1378.444;1562.654;364.924;1230.087;2368.974;2368.879;1159.493;2512.785;844.947;2422.647
1992-01;1175.490;2094.150;1047.144;2925.990;1363.153;4105.421;964.318;1640.157;2463.720;6041.414;613.217;1383.291;1595.222;374.785;1238.938;2366.425;2369.977;1168.904;2512.330;856.720;2392.574
1992-02;1155.405;2004.844;1057.826;2721.540;1368.996;3763.185;975.390;1621.837;2455.537;6539.849;617.994;1439.636;1442.893;369.882;1270.276;2375.258;2311.451;1177.467;2514.075;850.172;2255.240
1992-03;1101.174;2009.928;1035.853;2463.233;1321.586;3355.775;957.436;1530.041;2360.025;6542.991;622.782;1423.370;1537.136;349.003;1242.957;2340.940;2418.523;1159.137;2470.072;803.927;2085.126
1992-04;1116.719;2017.481;1063.422;2350.839;1395.036;3149.724;985.481;1713.076;2409.493;7061.238;645.233;1497.691;1620.747;353.579;1237.781;2449.211;2398.416;1173.603;2507.033;793.574;2087.866
1992-05;1161.343;2172.755;1067.913;2534.740;1474.995;3402.254;989.539;1810.915;2476.168;8087.792;656.119;1561.777;1717.398;360.614;1316.744;2555.606;2549.533;1263.192;2581.283;798.202;2347.507
1992-06;1122.649;2073.808;1052.891;2335.929;1448.075;3091.753;974.462;1742.394;2452.099;8202.002;634.422;1540.280;1589.707;349.054;1340.286;2580.610;2464.672;1304.509;2625.071;801.313;2229.587
1992-07;1125.722;2023.243;1095.621;2303.978;1396.924;3056.936;1015.136;1677.085;2459.265;7833.496;620.398;1476.594;1545.297;321.103;1267.499;2587.739;2400.947;1329.099;2699.593;819.876;2221.671
1992-08;1153.309;1866.886;1069.570;2620.140;1392.982;3599.098;990.832;1673.090;2365.754;7483.244;572.034;1491.030;1361.222;324.128;1267.231;2659.106;2258.717;1358.550;2622.344;802.436;2061.259
1992-09;1142.949;1712.130;1075.694;2560.647;1370.545;3513.425;1001.632;1643.167;2415.168;7431.292;548.251;1538.953;1308.248;263.687;1218.586;2719.567;2009.937;1468.544;2727.919;743.556;1946.292
1992-10;1112.195;1602.471;1083.475;2470.761;1275.468;3350.856;1007.776;1512.071;2476.341;8374.538;515.306;1412.075;1235.406;309.711;1134.431;2460.309;1831.576;1336.252;2578.070;762.562;1769.154
1992-11;1132.302;1725.126;1114.670;2517.868;1275.371;3438.004;1041.304;1531.317;2555.828;7747.144;519.561;1389.019;1236.497;291.719;1127.823;2420.103;2090.816;1281.446;2534.440;728.627;1760.062
1992-12;1141.660;1692.058;1127.942;2489.563;1305.148;3387.764;1052.826;1596.113;2547.248;7312.058;568.478;1425.411;1220.419;287.075;1110.271;2449.868;2048.158;1369.755;2508.740;748.169;1748.105
1993-01;1145.689;1714.675;1136.213;2485.439;1307.858;3377.296;1062.116;1561.327;2592.986;7624.419;550.869;1389.427;1271.311;313.638;1147.108;2506.580;1956.396;1356.356;2645.126;734.210;1982.223
1993-02;1173.040;1728.809;1153.773;2606.478;1323.317;3524.124;1076.114;1523.247;2638.451;8409.487;593.714;1510.771;1265.375;316.916;1206.745;2588.287;2029.762;1343.620;2654.531;775.500;1894.253
1993-03;1241.265;1784.459;1177.994;2921.902;1391.891;4020.520;1098.308;1634.813;2637.541;8438.182;617.632;1580.787;1409.199;290.999;1241.354;2755.766;2051.086;1430.811;2887.779;796.684;1918.882
1993-04;1299.016;1953.073;1155.807;3387.985;1423.103;4735.780;1074.114;1683.174;2841.388;9083.491;622.142;1558.850;1479.944;354.049;1224.743;2745.974;2254.053;1469.673;2813.029;825.056;2016.146
1993-05;1329.170;2071.188;1184.680;3487.100;1438.910;4866.881;1101.624;1695.328;2931.439;9866.023;611.670;1519.239;1462.451;363.706;1221.928;2804.400;2491.484;1581.702;2772.831;837.320;2059.579
1993-06;1318.232;1979.205;1187.734;3430.485;1418.358;4800.049;1105.089;1677.875;2827.399;9515.265;598.292;1497.311;1401.596;355.540;1182.005;2784.463;2319.363;1583.416;2799.963;831.745;2086.487
1993-07;1345.600;2015.872;1186.103;3633.865;1423.676;5104.726;1103.940;1673.054;2845.790;9339.169;657.609;1516.400;1458.794;361.390;1221.581;2789.589;2383.172;1578.439;2739.977;826.085;2010.030
1993-08;1407.503;2183.025;1227.059;3741.907;1549.070;5216.737;1143.856;1790.659;3219.318;10019.957;685.945;1648.931;1598.380;405.918;1358.192;3073.784;2605.964;1689.352;2761.613;832.554;2101.191
1993-09;1381.721;2217.183;1212.359;3602.518;1544.737;4969.422;1132.651;1770.168;3362.678;10229.135;669.243;1634.984;1568.240;381.471;1381.491;3088.658;2647.030;1746.892;2793.408;792.004;2175.698
1993-10;1420.022;2415.925;1238.752;3683.049;1609.559;4947.448;1152.626;1839.640;3541.196;12605.785;745.502;1649.870;1746.517;368.009;1464.168;3272.960;2896.034;1845.465;2903.557;866.506;2265.736
1993-11;1339.918;2210.062;1229.323;3163.939;1575.277;4126.956;1144.907;1847.919;3501.988;12428.159;699.377;1599.123;1621.758;329.615;1429.958;3174.257;2551.050;1858.095;2951.470;847.025;2197.838
1993-12;1405.713;2395.324;1246.760;3385.026;1694.005;4258.443;1158.852;1986.182;4278.494;15844.995;776.254;1732.749;1740.694;371.639;1513.484;3345.307;2818.324;2009.685;3133.504;885.893;2330.124
1994-01;1498.661;2768.734;1294.286;3777.404;1780.738;4946.597;1201.082;2075.306;4175.296;15251.433;859.874;1801.014;1969.022;407.899;1469.747;3501.140;3304.317;2195.605;3275.765;942.203;2531.723
1994-02;1479.508;2707.920;1256.356;3875.350;1718.156;5173.413;1167.437;1972.684;4163.006;13654.559;816.669;1767.547;2030.277;404.827;1442.674;3436.260;3149.278;2067.280;3262.225;896.640;2541.755
1994-03;1415.972;2575.471;1202.109;3661.991;1670.033;4952.747;1117.015;1840.664;3762.754;12183.907;757.407;1687.742;1881.783;470.492;1493.159;3325.241;2955.321;2043.667;3220.381;858.153;2507.035
1994-04;1459.993;2721.875;1217.509;3820.901;1739.700;5164.502;1133.025;1907.568;4131.374;12235.320;785.463;1763.130;1890.827;519.505;1583.168;3513.516;3198.365;2015.711;3403.780;848.952;2550.891
1994-05;1464.001;2641.572;1237.601;3912.353;1666.267;5278.174;1152.004;1807.832;4161.489;13081.350;823.665;1680.894;1915.400;479.306;1492.223;3406.385;3155.393;2019.191;3334.188;859.586;2358.377
